Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt ,Min 
793,popA,54,66,0,0,2.036,10
794,popB,54,66,51,10,2.036,10
795,popB,55,65,43,10,2.059,10
796,popA,55,65,0,0,2.059,10
797,popB,56,64,49,10,1.954,10
798,popB,57,63,23,10,1.658,10
799,popB,58,62,119,10,2.117,10
800,popB,57,63,16,100,1.906,10
801,popB,57,63,3,100,1.906,10
802,popB,57,63,93,10,1.906,10
803,popB,56,64,1,100,1.906,10
804,popB,55,65,72,100,1.802,10
805,popB,55,65,20,100,1.802,10
806,popB,56,64,42,10,2.104,10
807,popA,56,64,0,0,2.104,10
808,popB,57,63,3,10,2.104,10
809,popB,57,63,15,10,2.104,10
810,popB,57,63,64,100,2.104,10
811,popB,56,64,119,100,2.192,10
812,popB,56,64,10,100,2.192,10
813,popB,56,64,8,100,2.192,10
814,popB,56,64,49,10,2.192,10
815,popB,55,65,55,100,2.099,10
816,popB,55,65,82,10,2.099,10
817,popA,55,65,0,0,2.099,10
818,popB,54,66,47,100,2.051,10
819,popA,54,66,0,0,2.051,10
820,popB,54,66,49,10,2.051,10
821,popB,55,65,69,10,2.067,10
822,popB,55,65,70,100,2.067,10
823,popB,54,66,93,100,2.016,10
824,popB,54,66,10,100,2.016,10
825,popB,54,66,92,10,2.016,10
826,popA,54,66,0,0,2.016,10
827,popB,54,66,60,10,2.016,10
828,popB,55,65,73,10,1.873,10
829,popB,55,65,98,10,1.873,10
830,popB,56,64,103,10,2.209,10
831,popB,56,64,51,10,2.209,10
832,popB,56,64,40,100,2.209,10
833,popB,57,63,108,10,2.025,10
834,popB,57,63,14,10,2.025,10
835,popA,57,63,0,0,2.025,10
836,popB,56,64,88,100,2.066,10
837,popB,56,64,82,10,2.066,10
838,popB,56,64,44,10,2.066,10
839,popB,57,63,50,10,2.06,10
840,popB,57,63,112,10,2.06,10
841,popB,57,63,66,10,2.06,10
842,popB,56,64,66,100,2.127,10
843,popB,57,63,13,10,2.334,10
844,popB,58,62,5,10,2.334,10
845,popB,58,62,87,100,2.334,10
846,popA,58,62,0,0,2.334,10
847,popB,58,62,96,100,2.334,10
848,popB,57,63,97,100,2.272,10
849,popB,57,63,113,100,2.272,10
850,popB,57,63,82,10,2.272,10
851,popB,57,63,116,100,2.272,10
852,popB,57,63,59,100,2.272,10
853,popB,57,63,100,10,2.272,10
854,popA,57,63,0,0,2.272,10
855,popA,57,63,0,0,2.272,10
856,popB,57,63,24,100,2.272,10
857,popA,57,63,0,0,2.272,10
858,popB,57,63,104,100,2.272,10
859,popB,58,62,90,10,1.953,10
860,popB,57,63,5,100,1.953,10
861,popB,56,64,73,100,2.353,10
862,popB,56,64,94,10,2.353,10
863,popB,56,64,37,10,2.353,10
864,popB,56,64,91,100,2.353,10
865,popA,56,64,0,0,2.353,10
866,popB,56,64,107,10,2.353,10
867,popB,57,63,0,10,2.353,10
868,popA,57,63,0,0,2.353,10
869,popA,57,63,0,0,2.353,10
870,popA,57,63,0,0,2.353,10
871,popB,57,63,1,100,2.353,10
872,popB,58,62,6,10,2.353,10
873,popB,58,62,16,100,2.353,10
874,popA,58,62,0,0,2.353,10
875,popB,57,63,62,100,1.943,10
876,popB,57,63,13,10,1.943,10
877,popB,57,63,34,100,1.943,10
878,popB,57,63,115,100,1.943,10
879,popB,57,63,7,100,1.943,10
880,popB,57,63,64,100,1.943,10
881,popB,56,64,82,100,2.143,10
882,popB,55,65,35,100,2.129,10
883,popB,55,65,23,10,2.129,10
884,popB,56,64,9,10,1.685,10
885,popB,56,64,47,100,1.685,10
886,popB,57,63,40,10,1.751,10
887,popB,57,63,76,100,1.751,10
888,popB,56,64,107,100,1.995,10
889,popB,56,64,81,10,1.995,10
890,popB,56,64,101,10,1.995,10
891,popB,55,65,79,100,2.162,10
892,popB,54,66,9,100,2.124,10
893,popB,53,67,42,100,1.956,10
894,popB,53,67,20,100,1.956,10
895,popB,54,66,106,10,2.015,10
896,popB,54,66,80,100,2.015,10
897,popB,54,66,96,100,2.015,10
898,popB,55,65,55,10,2.106,10
899,popB,55,65,27,100,2.106,10
900,popB,55,65,85,10,2.106,10
901,popB,55,65,42,100,2.106,10
902,popB,55,65,58,100,2.106,10
903,popB,55,65,10,100,2.106,10
904,popB,55,65,118,10,2.106,10
905,popB,55,65,3,10,2.106,10
906,popB,55,65,14,10,2.106,10
907,popB,54,66,108,100,1.991,10
908,popB,54,66,57,100,1.991,10
909,popB,54,66,119,100,1.991,10
910,popB,55,65,66,10,1.826,10
911,popB,56,64,96,10,2.182,10
912,popB,57,63,62,10,2.236,10
913,popB,57,63,118,10,2.236,10
914,popB,57,63,36,10,2.236,10
915,popB,57,63,8,100,2.236,10
916,popA,57,63,0,0,2.236,10
917,popB,57,63,17,100,2.236,10
918,popB,57,63,64,100,2.236,10
919,popB,58,62,5,10,2.236,10
920,popB,58,62,12,100,2.236,10
921,popA,58,62,0,0,2.236,10
922,popB,58,62,90,10,2.236,10
923,popB,58,62,69,10,2.236,10
924,popB,59,61,89,10,2.034,10
925,popB,58,62,117,100,2.057,10
926,popB,58,62,72,100,2.057,10
927,popB,59,61,72,10,1.854,10
928,popB,58,62,96,100,2.039,10
929,popB,57,63,62,100,2.213,10
930,popB,57,63,76,100,2.213,10
931,popA,57,63,0,0,2.213,10
932,popB,57,63,104,100,2.213,10
933,popB,56,64,23,100,1.895,10
934,popB,57,63,64,10,2.078,10
935,popB,58,62,29,10,1.831,10
936,popB,58,62,47,100,1.831,10
937,popB,57,63,86,100,1.729,10
938,popB,57,63,3,10,1.729,10
939,popB,58,62,53,10,2.058,10
940,popB,58,62,85,10,2.058,10
941,popA,58,62,0,0,2.058,10
942,popB,58,62,81,10,2.058,10
943,popB,58,62,39,10,2.058,10
944,popA,58,62,0,0,2.058,10
945,popA,58,62,0,0,2.058,10
946,popA,58,62,0,0,2.058,10
947,popA,58,62,0,0,2.058,10
948,popB,58,62,109,100,2.058,10
949,popB,58,62,21,10,2.058,10
950,popB,57,63,102,100,2.193,10
951,popB,57,63,57,100,2.193,10
952,popB,57,63,33,10,2.193,10
953,popA,57,63,0,0,2.193,10
954,popA,57,63,0,0,2.193,10
955,popA,57,63,0,0,2.193,10
956,popB,57,63,4,10,2.193,10
957,popB,57,63,26,10,2.193,10
958,popB,57,63,60,10,2.193,10
959,popB,58,62,24,10,1.948,10
960,popB,58,62,94,10,1.948,10
961,popA,58,62,0,0,1.948,10
962,popB,58,62,65,10,1.948,10
963,popB,59,61,116,10,1.872,10
964,popB,59,61,41,10,1.872,10
965,popB,59,61,4,10,1.872,10
966,popB,59,61,84,10,1.872,10
967,popB,59,61,2,100,1.872,10
968,popB,58,62,111,100,1.967,10
969,popB,59,61,61,10,1.942,10
970,popB,59,61,0,10,1.942,10
971,popA,59,61,0,0,1.942,10
972,popB,58,62,14,100,2.068,10
973,popB,58,62,55,10,2.068,10
974,popB,58,62,83,10,2.068,10
975,popA,58,62,0,0,2.068,10
976,popB,58,62,73,100,2.068,10
977,popB,58,62,55,10,2.068,10
978,popA,58,62,0,0,2.068,10
979,popB,58,62,2,100,2.068,10
980,popA,58,62,0,0,2.068,10
981,popB,59,61,10,10,1.761,10
982,popA,59,61,0,0,1.761,10
983,popB,60,60,11,10,2.134,10
984,popB,60,60,11,10,2.134,10
985,popB,60,60,56,10,2.134,10
986,popB,60,60,60,10,2.134,10
987,popB,60,60,68,100,2.134,10
988,popB,60,60,111,100,2.134,10
989,popB,60,60,73,100,2.134,10
990,popB,61,59,88,10,1.934,10
991,popB,60,60,44,100,2.138,10
992,popB,60,60,16,100,2.138,10
993,popA,60,60,0,0,2.138,10
994,popB,60,60,61,10,2.138,10
995,popA,60,60,0,0,2.138,10
996,popB,59,61,60,100,2.055,10
997,popB,59,61,7,100,2.055,10
998,popA,59,61,0,0,2.055,10
999,popB,58,62,77,100,1.966,10
1000,popB,58,62,115,100,1.966,10
0,popB,56,64,84,11,1.652,11
1,popB,56,64,7,11,1.652,11
2,popB,56,64,84,11,1.652,11
3,popB,55,65,84,100,1.862,11
4,popB,55,65,3,11,1.862,11
5,popB,54,66,17,100,1.963,11
6,popB,54,66,18,100,1.963,11
7,popB,53,67,109,100,2.037,11
8,popB,54,66,2,11,2.037,11
9,popB,54,66,74,100,2.037,11
10,popB,54,66,70,11,2.037,11
11,popB,55,65,13,11,1.814,11
12,popB,56,64,67,11,1.929,11
13,popB,57,63,72,11,1.941,11
14,popA,57,63,0,0,1.941,11
15,popB,57,63,89,100,1.941,11
16,popB,57,63,62,100,1.941,11
17,popB,56,64,32,100,1.835,11
18,popB,56,64,104,100,1.835,11
19,popB,56,64,90,100,1.835,11
20,popB,56,64,40,100,1.835,11
21,popB,57,63,55,11,1.753,11
22,popB,56,64,67,100,1.917,11
23,popB,57,63,62,11,2.083,11
24,popA,57,63,0,0,2.083,11
25,popA,57,63,0,0,2.083,11
26,popB,57,63,19,100,2.083,11
27,popB,57,63,57,11,2.083,11
28,popA,57,63,0,0,2.083,11
29,popB,57,63,100,100,2.083,11
30,popB,58,62,83,11,2.106,11
31,popA,58,62,0,0,2.106,11
32,popB,58,62,2,11,2.106,11
33,popB,57,63,51,100,1.98,11
34,popB,57,63,104,100,1.98,11
35,popB,57,63,24,11,1.98,11
36,popB,57,63,79,11,1.98,11
37,popB,57,63,59,11,1.98,11
38,popB,58,62,18,11,1.962,11
39,popB,59,61,80,11,2.117,11
40,popA,59,61,0,0,2.117,11
41,popB,59,61,7,11,2.117,11
42,popB,58,62,83,100,1.819,11
43,popB,58,62,48,11,1.819,11
44,popB,59,61,109,11,1.912,11
45,popB,59,61,5,11,1.912,11
46,popB,59,61,28,100,1.912,11
47,popB,60,60,95,11,1.873,11
48,popB,60,60,16,100,1.873,11
49,popB,61,59,8,11,1.911,11
50,popB,61,59,19,100,1.911,11
51,popB,60,60,53,100,1.91,11
52,popB,59,61,54,100,2.007,11
53,popB,59,61,66,100,2.007,11
54,popB,59,61,116,11,2.007,11
55,popA,59,61,0,0,2.007,11
56,popB,59,61,39,11,2.007,11
57,popA,59,61,0,0,2.007,11
58,popB,58,62,86,100,1.826,11
59,popB,57,63,46,100,1.88,11
60,popB,57,63,38,11,1.88,11
61,popB,56,64,68,100,1.946,11
62,popB,55,65,80,100,1.907,11
63,popB,56,64,75,11,1.973,11
64,popB,56,64,54,100,1.973,11
65,popB,56,64,25,11,1.973,11
66,popB,55,65,4,100,1.973,11
67,popB,54,66,79,100,1.857,11
68,popA,54,66,0,0,1.857,11
69,popB,55,65,112,11,1.993,11
70,popB,56,64,15,11,2.048,11
71,popB,56,64,42,100,2.048,11
72,popB,57,63,51,11,1.893,11
73,popB,58,62,53,11,1.914,11
74,popB,58,62,7,11,1.914,11
75,popB,57,63,60,100,2.045,11
76,popA,57,63,0,0,2.045,11
77,popA,57,63,0,0,2.045,11
78,popB,56,64,51,100,2.118,11
79,popB,56,64,48,11,2.118,11
80,popB,56,64,102,100,2.118,11
81,popB,57,63,74,11,1.908,11
82,popB,58,62,31,11,2.04,11
83,popB,58,62,77,100,2.04,11
84,popB,59,61,66,11,2.052,11
85,popB,59,61,1,100,2.052,11
86,popB,59,61,89,100,2.052,11
87,popB,59,61,94,100,2.052,11
88,popA,59,61,0,0,2.052,11
89,popA,59,61,0,0,2.052,11
90,popB,59,61,103,100,2.052,11
91,popB,58,62,58,100,1.836,11
92,popB,59,61,6,11,1.836,11
93,popB,59,61,18,11,1.836,11
94,popB,60,60,113,11,1.991,11
95,popB,60,60,64,100,1.991,11
96,popB,61,59,100,11,1.872,11
97,popB,61,59,94,100,1.872,11
98,popB,61,59,68,100,1.872,11
99,popB,61,59,63,11,1.872,11
100,popB,61,59,114,100,1.872,11
101,popB,62,58,114,11,1.836,11
102,popB,62,58,49,100,1.836,11
103,popB,61,59,75,100,1.743,11
104,popB,62,58,64,11,2.056,11
105,popA,62,58,0,0,2.056,11
106,popA,62,58,0,0,2.056,11
107,popB,62,58,19,100,2.056,11
108,popB,63,57,71,11,2.105,11
109,popB,63,57,66,11,2.105,11
110,popB,63,57,118,100,2.105,11
111,popB,64,56,0,11,2.105,11
112,popB,64,56,104,100,2.105,11
113,popA,64,56,0,0,2.105,11
114,popB,64,56,1,100,2.105,11
115,popB,64,56,19,100,2.105,11
116,popA,64,56,0,0,2.105,11
117,popB,63,57,9,100,1.94,11
118,popB,64,56,75,11,1.771,11
119,popB,64,56,59,11,1.771,11
120,popB,65,55,46,11,1.783,11
121,popB,64,56,0,100,1.783,11
122,popB,64,56,80,100,1.783,11
123,popB,64,56,33,11,1.783,11
124,popB,64,56,68,100,1.783,11
125,popB,64,56,13,11,1.783,11
126,popB,64,56,20,11,1.783,11
127,popB,63,57,119,100,2.256,11
128,popB,64,56,101,11,2.23,11
129,popB,63,57,10,100,2.177,11
130,popB,63,57,23,11,2.177,11
131,popA,63,57,0,0,2.177,11
132,popA,63,57,0,0,2.177,11
133,popB,63,57,114,11,2.177,11
134,popB,62,58,2,100,2.177,11
135,popA,62,58,0,0,2.177,11
136,popA,62,58,0,0,2.177,11
137,popB,62,58,53,11,2.177,11
138,popB,62,58,21,100,2.177,11
139,popB,62,58,2,100,2.177,11
140,popB,61,59,55,100,1.92,11
141,popB,62,58,41,11,1.841,11
142,popB,63,57,79,11,1.799,11
143,popB,63,57,9,100,1.799,11
144,popB,62,58,7,100,2.158,11
145,popB,63,57,80,11,2.175,11
146,popB,63,57,9,100,2.175,11
147,popB,63,57,104,100,2.175,11
148,popB,63,57,24,11,2.175,11
149,popB,64,56,118,11,1.985,11
150,popB,64,56,27,100,1.985,11
151,popA,64,56,0,0,1.985,11
152,popB,64,56,36,100,1.985,11
153,popB,64,56,43,11,1.985,11
154,popB,64,56,16,100,1.985,11
155,popB,64,56,85,11,1.985,11
156,popA,64,56,0,0,1.985,11
157,popB,65,55,73,11,1.835,11
158,popB,65,55,4,100,1.835,11
159,popB,64,56,13,100,1.913,11
160,popB,63,57,56,100,1.867,11
161,popB,63,57,25,11,1.867,11
162,popB,63,57,109,11,1.867,11
163,popB,63,57,15,11,1.867,11
164,popB,63,57,1,100,1.867,11
165,popA,63,57,0,0,1.867,11
166,popA,63,57,0,0,1.867,11
167,popB,63,57,26,100,1.867,11
168,popB,63,57,108,11,1.867,11
169,popB,63,57,59,11,1.867,11
170,popA,63,57,0,0,1.867,11
171,popB,63,57,27,100,1.867,11
172,popB,62,58,3,100,1.867,11
173,popA,62,58,0,0,1.867,11
174,popB,62,58,14,100,1.867,11
175,popB,62,58,89,100,1.867,11
176,popB,62,58,107,100,1.867,11
177,popB,62,58,119,100,1.867,11
178,popB,62,58,118,11,1.867,11
179,popB,62,58,80,11,1.867,11
180,popB,62,58,33,11,1.867,11
181,popB,62,58,92,100,1.867,11
182,popB,62,58,75,11,1.867,11
183,popB,62,58,39,11,1.867,11
184,popA,62,58,0,0,1.867,11
185,popA,62,58,0,0,1.867,11
186,popB,62,58,58,100,1.867,11
187,popB,61,59,38,100,1.747,11
188,popB,61,59,28,100,1.747,11
189,popB,62,58,9,11,1.787,11
190,popB,62,58,111,11,1.787,11
191,popB,62,58,22,11,1.787,11
192,popB,62,58,38,100,1.787,11
193,popA,62,58,0,0,1.787,11
194,popB,62,58,80,11,1.787,11
195,popB,63,57,84,11,2.137,11
196,popB,63,57,13,100,2.137,11
197,popB,63,57,51,100,2.137,11
198,popB,64,56,44,11,2.04,11
199,popB,64,56,118,11,2.04,11
200,popB,64,56,2,100,2.04,11
201,popB,64,56,80,11,2.04,11
202,popB,64,56,27,100,2.04,11
203,popA,64,56,0,0,2.04,11
204,popB,63,57,109,100,2.179,11
205,popB,63,57,43,11,2.179,11
206,popB,63,57,53,11,2.179,11
207,popB,64,56,28,11,2.211,11
208,popB,65,55,94,11,2.163,11
209,popB,65,55,20,11,2.163,11
210,popA,65,55,0,0,2.163,11
211,popA,65,55,0,0,2.163,11
212,popB,65,55,41,11,2.163,11
213,popA,65,55,0,0,2.163,11
214,popB,65,55,27,100,2.163,11
215,popB,65,55,94,11,2.163,11
216,popB,65,55,9,11,2.163,11
217,popB,65,55,54,100,2.163,11
218,popB,65,55,33,11,2.163,11
219,popB,65,55,99,11,2.163,11
220,popB,65,55,2,100,2.163,11
221,popB,64,56,20,100,1.924,11
222,popB,63,57,18,100,1.827,11
223,popB,63,57,0,100,1.827,11
224,popB,62,58,73,100,2.127,11
225,popA,62,58,0,0,2.127,11
226,popB,62,58,36,100,2.127,11
227,popB,63,57,73,11,1.827,11
228,popB,62,58,116,100,1.889,11
229,popB,62,58,88,11,1.889,11
230,popB,62,58,108,11,1.889,11
231,popB,62,58,23,11,1.889,11
232,popB,62,58,81,11,1.889,11
233,popB,62,58,30,11,1.889,11
234,popB,61,59,108,100,2.072,11
235,popB,60,60,48,100,1.963,11
236,popB,60,60,110,100,1.963,11
237,popB,59,61,35,100,1.965,11
238,popB,59,61,20,100,1.965,11
239,popB,59,61,45,11,1.965,11
240,popB,59,61,29,100,1.965,11
241,popB,59,61,4,100,1.965,11
242,popB,59,61,48,100,1.965,11
243,popB,60,60,11,11,1.952,11
244,popB,60,60,92,100,1.952,11
245,popB,60,60,101,11,1.952,11
246,popB,60,60,50,11,1.952,11
247,popA,60,60,0,0,1.952,11
248,popB,60,60,71,11,1.952,11
249,popA,60,60,0,0,1.952,11
250,popB,61,59,92,11,1.902,11
251,popB,61,59,98,11,1.902,11
252,popB,60,60,114,100,1.907,11
253,popB,59,61,80,100,2.004,11
254,popB,60,60,80,11,1.907,11
255,popB,60,60,70,11,1.907,11
256,popB,60,60,102,100,1.907,11
257,popB,60,60,78,100,1.907,11
258,popB,59,61,72,100,1.846,11
259,popB,58,62,12,100,1.839,11
260,popB,57,63,33,100,1.928,11
261,popB,57,63,7,100,1.928,11
262,popB,56,64,15,100,2.212,11
263,popB,55,65,74,100,1.78,11
264,popB,54,66,62,100,2.11,11
265,popA,54,66,0,0,2.11,11
266,popB,55,65,0,11,2.11,11
267,popB,55,65,108,100,2.11,11
268,popB,55,65,52,100,2.11,11
269,popB,56,64,54,11,1.858,11
270,popB,56,64,40,100,1.858,11
271,popB,57,63,10,11,2.06,11
272,popB,57,63,52,100,2.06,11
273,popB,57,63,32,100,2.06,11
274,popB,56,64,30,100,2.182,11
275,popA,56,64,0,0,2.182,11
276,popB,56,64,60,100,2.182,11
277,popA,56,64,0,0,2.182,11
278,popB,56,64,88,11,2.182,11
279,popB,56,64,70,11,2.182,11
280,popA,56,64,0,0,2.182,11
281,popB,57,63,114,11,1.894,11
282,popB,57,63,76,11,1.894,11
283,popB,58,62,40,11,2.138,11
284,popB,58,62,32,100,2.138,11
285,popB,58,62,4,100,2.138,11
286,popB,58,62,49,100,2.138,11
287,popA,58,62,0,0,2.138,11
288,popB,58,62,79,11,2.138,11
289,popA,58,62,0,0,2.138,11
290,popB,58,62,101,11,2.138,11
291,popA,58,62,0,0,2.138,11
292,popB,58,62,1,100,2.138,11
293,popA,58,62,0,0,2.138,11
294,popB,58,62,97,100,2.138,11
295,popB,57,63,94,100,1.882,11
296,popB,57,63,26,100,1.882,11
297,popB,57,63,82,100,1.882,11
298,popB,56,64,40,100,1.847,11
299,popB,56,64,43,11,1.847,11
300,popB,55,65,81,100,1.844,11
301,popB,56,64,48,11,2.053,11
302,popB,56,64,20,100,2.053,11
303,popA,56,64,0,0,2.053,11
304,popB,57,63,82,11,1.756,11
305,popB,57,63,18,100,1.756,11
306,popB,58,62,104,11,2.025,11
307,popB,59,61,119,11,1.843,11
308,popB,60,60,15,11,1.91,11
309,popA,60,60,0,0,1.91,11
310,popB,61,59,3,11,1.91,11
311,popB,60,60,118,100,1.745,11
312,popB,59,61,79,100,2.241,11
313,popB,59,61,115,100,2.241,11
314,popB,60,60,78,11,1.769,11
315,popB,60,60,14,100,1.769,11
316,popB,60,60,109,100,1.769,11
317,popB,61,59,58,11,1.825,11
318,popB,60,60,5,100,1.825,11
319,popB,60,60,86,100,1.825,11
320,popB,60,60,38,100,1.825,11
321,popB,60,60,15,11,1.825,11
322,popB,60,60,117,100,1.825,11
323,popB,60,60,43,11,1.825,11
324,popB,60,60,65,11,1.825,11
325,popB,59,61,78,100,1.608,11
326,popB,58,62,88,100,1.885,11
327,popB,57,63,70,100,1.502,11
328,popB,57,63,13,100,1.502,11
329,popB,57,63,97,100,1.502,11
330,popB,57,63,109,100,1.502,11
331,popB,57,63,43,11,1.502,11
332,popB,57,63,29,100,1.502,11
333,popB,56,64,58,100,1.639,11
334,popB,55,65,98,100,1.867,11
335,popB,56,64,14,11,1.949,11
336,popB,56,64,70,100,1.949,11
337,popB,56,64,32,100,1.949,11
338,popB,56,64,2,100,1.949,11
339,popB,57,63,108,11,1.709,11
340,popB,58,62,38,11,1.8,11
341,popB,58,62,96,11,1.8,11
342,popB,58,62,95,11,1.8,11
343,popB,59,61,30,11,1.644,11
344,popB,58,62,66,100,1.862,11
345,popA,58,62,0,0,1.862,11
346,popA,58,62,0,0,1.862,11
347,popB,58,62,102,100,1.862,11
348,popA,58,62,0,0,1.862,11
349,popB,59,61,58,11,1.951,11
350,popB,60,60,55,11,1.867,11
351,popB,60,60,90,100,1.867,11
352,popB,61,59,21,11,1.976,11
353,popB,61,59,27,100,1.976,11
354,popB,61,59,26,100,1.976,11
355,popA,61,59,0,0,1.976,11
356,popB,60,60,106,100,1.992,11
357,popB,61,59,52,11,1.842,11
358,popB,61,59,103,100,1.842,11
359,popB,62,58,88,11,1.956,11
360,popB,63,57,67,11,2.01,11
361,popA,63,57,0,0,2.01,11
362,popB,63,57,51,100,2.01,11
363,popB,63,57,92,11,2.01,11
364,popB,63,57,105,100,2.01,11
365,popB,64,56,4,11,2.01,11
366,popB,64,56,30,11,2.01,11
367,popB,64,56,102,100,2.01,11
368,popB,64,56,50,11,2.01,11
369,popB,64,56,80,11,2.01,11
370,popB,64,56,85,11,2.01,11
371,popB,64,56,5,100,2.01,11
372,popB,64,56,69,100,2.01,11
373,popB,64,56,3,11,2.01,11
374,popB,64,56,67,11,2.01,11
375,popB,64,56,22,11,2.01,11
376,popB,64,56,6,11,2.01,11
377,popB,64,56,0,11,2.01,11
378,popB,64,56,16,100,2.01,11
379,popB,64,56,55,11,2.01,11
380,popB,64,56,23,11,2.01,11
381,popB,64,56,72,100,2.01,11
382,popB,64,56,14,11,2.01,11
383,popB,64,56,1,100,2.01,11
384,popA,64,56,0,0,2.01,11
385,popB,64,56,16,100,2.01,11
386,popB,64,56,57,11,2.01,11
387,popB,63,57,14,100,2.072,11
388,popB,63,57,34,100,2.072,11
389,popB,63,57,45,11,2.072,11
390,popB,63,57,1,100,2.072,11
391,popA,63,57,0,0,2.072,11
392,popB,62,58,63,100,1.878,11
393,popB,62,58,44,11,1.878,11
394,popB,63,57,18,11,1.993,11
395,popB,63,57,67,11,1.993,11
396,popB,63,57,116,100,1.993,11
397,popA,63,57,0,0,1.993,11
398,popB,63,57,9,11,1.993,11
399,popB,64,56,103,11,1.992,11
400,popA,64,56,0,0,1.992,11
401,popB,65,55,2,11,1.992,11
402,popB,64,56,38,100,2.093,11
403,popB,64,56,3,11,2.093,11
404,popB,64,56,3,11,2.093,11
405,popB,64,56,75,11,2.093,11
406,popB,64,56,63,100,2.093,11
407,popB,64,56,80,11,2.093,11
408,popA,64,56,0,0,2.093,11
409,popA,64,56,0,0,2.093,11
410,popB,63,57,2,100,2.093,11
411,popB,64,56,38,11,1.992,11
412,popB,64,56,67,11,1.992,11
413,popB,63,57,18,100,2.005,11
414,popB,63,57,72,100,2.005,11
415,popA,63,57,0,0,2.005,11
416,popB,63,57,36,100,2.005,11
417,popB,63,57,68,100,2.005,11
418,popB,63,57,25,11,2.005,11
419,popB,63,57,8,11,2.005,11
420,popA,63,57,0,0,2.005,11
421,popB,63,57,66,100,2.005,11
422,popB,63,57,43,11,2.005,11
423,popB,63,57,85,11,2.005,11
424,popB,63,57,67,11,2.005,11
425,popA,63,57,0,0,2.005,11
426,popB,63,57,84,11,2.005,11
427,popB,64,56,102,11,2.13,11
428,popB,64,56,119,11,2.13,11
429,popB,64,56,35,100,2.13,11
430,popB,64,56,31,11,2.13,11
431,popA,64,56,0,0,2.13,11
432,popB,64,56,34,100,2.13,11
433,popB,64,56,33,100,2.13,11
434,popB,64,56,44,11,2.13,11
435,popB,64,56,8,11,2.13,11
436,popB,63,57,3,100,2.13,11
437,popB,64,56,98,11,1.928,11
438,popB,63,57,75,100,1.808,11
439,popB,62,58,6,100,1.808,11
440,popB,61,59,46,100,1.975,11
441,popA,61,59,0,0,1.975,11
442,popB,60,60,50,100,2.197,11
443,popA,60,60,0,0,2.197,11
444,popA,60,60,0,0,2.197,11
445,popB,60,60,72,100,2.197,11
446,popB,60,60,28,11,2.197,11
447,popA,60,60,0,0,2.197,11
448,popA,60,60,0,0,2.197,11
449,popA,60,60,0,0,2.197,11
450,popB,60,60,48,11,2.197,11
451,popB,60,60,69,100,2.197,11
452,popA,60,60,0,0,2.197,11
453,popB,60,60,90,100,2.197,11
454,popA,60,60,0,0,2.197,11
455,popB,60,60,40,100,2.197,11
456,popB,60,60,25,11,2.197,11
457,popB,60,60,81,100,2.197,11
458,popB,59,61,53,100,1.847,11
459,popB,59,61,66,100,1.847,11
460,popB,60,60,40,11,1.908,11
461,popA,60,60,0,0,1.908,11
462,popB,60,60,117,100,1.908,11
463,popB,61,59,72,11,1.942,11
464,popB,62,58,74,11,1.761,11
465,popB,62,58,101,11,1.761,11
466,popB,63,57,56,11,1.792,11
467,popB,62,58,28,100,1.574,11
468,popB,61,59,119,100,1.893,11
469,popB,61,59,63,100,1.893,11
470,popB,61,59,100,11,1.893,11
471,popB,62,58,119,11,1.574,11
472,popB,62,58,38,11,1.574,11
473,popB,62,58,33,100,1.574,11
474,popB,62,58,53,100,1.574,11
475,popB,62,58,113,11,1.574,11
476,popB,61,59,93,100,1.991,11
477,popB,60,60,10,100,2.192,11
478,popB,60,60,97,100,2.192,11
479,popB,60,60,69,100,2.192,11
480,popA,60,60,0,0,2.192,11
481,popB,61,59,115,11,1.931,11
482,popA,61,59,0,0,1.931,11
483,popB,62,58,16,11,2.075,11
484,popB,62,58,58,11,2.075,11
485,popB,61,59,23,100,1.715,11
486,popB,61,59,63,100,1.715,11
487,popB,61,59,93,100,1.715,11
488,popB,61,59,83,100,1.715,11
489,popB,61,59,4,11,1.715,11
490,popB,60,60,4,100,1.715,11
491,popB,61,59,28,11,1.768,11
492,popB,60,60,40,100,1.977,11
493,popA,60,60,0,0,1.977,11
494,popB,60,60,80,11,1.977,11
495,popA,60,60,0,0,1.977,11
496,popB,60,60,56,11,1.977,11
497,popB,60,60,61,11,1.977,11
498,popB,60,60,80,11,1.977,11
499,popB,59,61,8,100,1.987,11
500,popB,58,62,82,100,1.783,11
501,popB,58,62,94,100,1.783,11
502,popB,58,62,17,100,1.783,11
503,popB,57,63,92,100,1.807,11
504,popB,57,63,53,100,1.807,11
505,popB,58,62,10,11,2.11,11
506,popB,59,61,90,11,1.961,11
507,popB,60,60,3,11,1.961,11
508,popB,60,60,105,100,1.961,11
509,popB,61,59,32,11,2.008,11
510,popB,60,60,76,100,2.166,11
511,popB,60,60,69,100,2.166,11
512,popB,60,60,93,100,2.166,11
513,popA,60,60,0,0,2.166,11
514,popB,60,60,39,11,2.166,11
515,popB,60,60,70,100,2.166,11
516,popB,61,59,70,11,2.051,11
517,popB,61,59,105,100,2.051,11
518,popB,61,59,113,11,2.051,11
519,popB,62,58,89,11,1.996,11
520,popB,62,58,115,11,1.996,11
521,popB,62,58,17,100,1.996,11
522,popB,62,58,18,100,1.996,11
523,popB,62,58,99,11,1.996,11
524,popB,62,58,18,100,1.996,11
525,popB,61,59,15,100,2.006,11
